Lat,Lon,Cls,country_code,state,Alt,Alt_zone
40.467094,-77.10925,Cfa,US,Pennsylvania,191.0,3
39.823074,-73.951996,Cfa,US,New Jersey,0.0,1
39.592392,-68.639885,Cfa,US,Massachusetts,0.0,1
38.75166,-81.27669,Cfa,US,West Virginia,310.0,3
37.10899,-69.97623,Cfa,US,Massachusetts,0.0,1
39.798336,-66.79005,Cfa,US,Massachusetts,0.0,1
35.175034,-70.43279,Cfa,US,North Carolina,0.0,1
39.44316,-73.83558,Cfa,US,New Jersey,0.0,1
36.22376,-76.49577,Cfa,US,North Carolina,13.0,1
40.228592,-81.984375,Cfa,US,Ohio,312.0,3
32.573242,-73.16967,Cfa,US,North Carolina,0.0,1
36.836834,-73.070244,Cfa,US,Maryland,0.0,1
35.00312,-73.872696,Cfa,US,North Carolina,0.0,1
40.122284,-70.65862,Cfa,US,Massachusetts,0.0,1
44.116337,-75.36891,Dfb,US,New York,278.0,3
41.39655,-72.95081,Cfa,US,Connecticut,168.0,3
31.331293,-73.23032,Cfa,US,North Carolina,0.0,1
32.02706,-72.19702,Cfa,US,North Carolina,0.0,1
42.845203,-72.86677,Dfb,US,Vermont,523.0,4
37.638256,-75.14888,Cfa,US,Virginia,0.0,1
40.569904,-66.908485,Cfa,US,Massachusetts,0.0,1
31.897772,-72.98126,Cfa,US,North Carolina,0.0,1
37.578014,-80.26533,Cfa,US,Virginia,743.0,4
36.50032,-79.79596,Cfa,US,North Carolina,202.0,3
34.697083,-71.18595,Cfa,US,North Carolina,0.0,1
41.275425,-69.460594,Cfa,US,Massachusetts,0.0,1
38.71903,-69.402504,Cfa,US,Massachusetts,0.0,1
44.00138,-74.797554,Dfb,US,New York,635.0,4
39.063904,-78.996124,Cfa,US,West Virginia,271.0,3
37.942245,-73.388016,Cfa,US,Maryland,0.0,1
31.449247,-76.880745,Cfa,US,North Carolina,0.0,1
37.577065,-76.52128,Cfa,US,Virginia,9.0,1
39.31686,-67.65072,Cfa,US,Massachusetts,0.0,1
33.02412,-78.3704,Cfa,US,South Carolina,0.0,1
42.13994,-74.69209,Dfb,US,New York,437.0,3
32.940147,-72.02003,Cfa,US,North Carolina,0.0,1
