,Lat,Lon,Cls,species,country_code,state,Alt,Alt_zone,presence
69,29.584636688232425,-102.8989486694336,BWh,41301,US,Texas,630.0,4,1
70,31.01167678833008,-97.42588806152344,Cfa,41301,US,Texas,163.0,3,1
71,31.59640312194824,-89.20234680175781,Cfa,41301,US,Mississippi,75.0,2,1
72,31.441085815429688,-100.45909118652344,Cfa,41301,US,Texas,583.0,4,1
73,34.2413444519043,-101.1231918334961,BSk,41301,US,Texas,822.0,4,1
74,30.4883975982666,-97.61641693115234,Cfa,41301,US,Texas,249.0,3,1
75,29.69798851013184,-98.29309844970705,Cfa,41301,US,Texas,273.0,3,1
76,33.85330581665039,-118.22146606445312,BSk,41301,US,California,38.0,2,1
77,25.637584686279297,-80.5389633178711,Aw,41301,US,Florida,7.0,1,1
78,31.26402473449707,-85.31794738769531,Cfa,41301,US,Alabama,67.0,2,1
79,38.077598571777344,-122.51710510253906,Csb,41301,US,California,0.0,1,1
80,29.80071830749512,-99.13491821289062,Cfa,41301,US,Texas,484.0,3,1
81,30.191539764404297,-98.0875244140625,Cfa,41301,US,Texas,356.0,3,1
82,29.66480255126953,-82.33316040039062,Cfa,41301,US,Florida,41.0,2,1
83,29.68680953979492,-98.35245513916016,Cfa,41301,US,Texas,318.0,3,1
84,34.52395248413086,-84.92008972167969,Cfa,41301,US,Georgia,209.0,3,1
85,37.7691535949707,-122.4774398803711,Csb,41301,US,California,90.0,2,1
86,34.11490631103516,-118.14708709716795,Csb,41301,US,California,196.0,3,1
87,38.56291961669922,-121.63829040527344,Csa,41301,US,California,7.0,1,1
88,29.49523162841797,-99.71255493164062,Cfa,41301,US,Texas,389.0,3,1
89,31.55555534362793,-97.13277435302734,Cfa,41301,US,Texas,134.0,3,1
90,33.51457977294922,-112.0016860961914,BSh,41301,US,Arizona,382.0,3,1
91,30.56867408752441,-97.67247772216795,Cfa,41301,US,Texas,260.0,3,1
92,29.6862907409668,-98.35150909423828,Cfa,41301,US,Texas,321.0,3,1
93,29.661630630493164,-82.35198211669922,Cfa,41301,US,Florida,32.0,2,1
94,29.67887306213379,-82.39315032958984,Cfa,41301,US,Florida,38.0,2,1
95,29.425477981567383,-98.4887466430664,Cfa,41301,US,Texas,211.0,3,1
96,37.03895568847656,-122.08910369873048,Csb,41301,US,California,228.0,3,1
97,31.264036178588867,-85.31813049316406,Cfa,41301,US,Alabama,67.0,2,1
98,38.56754302978516,-121.61458587646484,Csa,41301,US,California,5.0,1,1
99,29.66388511657715,-82.34872436523438,Cfa,41301,US,Florida,34.0,2,1
100,29.64383316040039,-82.36278533935547,Cfa,41301,US,Florida,25.0,2,1
101,29.750551223754883,-95.0798568725586,Cfa,41301,US,Texas,5.0,1,1
102,29.76167869567871,-95.3979721069336,Cfa,41301,US,Texas,7.0,1,1
103,29.644275665283203,-82.36225891113281,Cfa,41301,US,Florida,25.0,2,1
104,33.07012939453125,-117.22517395019533,Csa,41301,US,California,89.0,2,1
105,29.68703842163086,-98.3525619506836,Cfa,41301,US,Texas,318.0,3,1
106,38.585105895996094,-121.50379943847656,Csa,41301,US,California,7.0,1,1
107,34.052059173583984,-118.24408721923828,Csb,41301,US,California,95.0,2,1
108,32.67850112915039,-96.58213806152344,Cfa,41301,US,Texas,151.0,3,1
109,30.2070255279541,-98.4497528076172,Cfa,41301,US,Texas,473.0,3,1
110,27.48938369750977,-99.47889709472656,BSh,41301,US,Texas,115.0,3,1
111,37.89840316772461,-122.57582092285156,Csb,41301,US,California,98.0,2,1
112,28.828350067138672,-96.9663543701172,Cfa,41301,US,Texas,31.0,2,1
113,33.14611053466797,-115.2750015258789,BWh,41301,US,California,81.0,2,1
114,32.21365737915039,-110.9212417602539,BSh,41301,US,Arizona,761.0,4,1
115,30.69554710388184,-97.64337921142578,Cfa,41301,US,Texas,209.0,3,1
116,30.226205825805664,-97.7524642944336,Cfa,41301,US,Texas,198.0,3,1
117,37.82964706420898,-122.52207946777344,Csb,41301,US,California,25.0,2,1
118,29.550954818725582,-95.81620025634766,Cfa,41301,US,Texas,35.0,2,1
119,30.41093063354492,-97.67147064208984,Cfa,41301,US,Texas,224.0,3,1
120,31.9563102722168,-99.96273040771484,Cfa,41301,US,Texas,564.0,4,1
121,38.49843978881836,-121.46467590332033,Csa,41301,US,California,6.0,1,1
122,32.02970886230469,-85.4552001953125,Cfa,41301,US,Alabama,134.0,3,1
123,29.54249763488769,-104.32652282714844,BWh,41301,US,Texas,786.0,4,1
124,29.687074661254883,-98.35228729248048,Cfa,41301,US,Texas,318.0,3,1
125,29.632709503173828,-100.4387435913086,Cfa,41301,US,Texas,584.0,4,1
126,29.632736206054688,-100.43872833251952,Cfa,41301,US,Texas,584.0,4,1
127,29.687488555908203,-98.3525390625,Cfa,41301,US,Texas,318.0,3,1
128,26.292400360107425,-80.17748260498047,Am,41301,US,Florida,10.0,1,1
129,28.577119827270508,-81.00045776367188,Cfa,41301,US,Florida,6.0,1,1
130,30.306529998779297,-97.7658920288086,Cfa,41301,US,Texas,187.0,3,1
131,30.52713966369629,-97.70355224609376,Cfa,41301,US,Texas,235.0,3,1
132,29.66396141052246,-82.3369369506836,Cfa,41301,US,Florida,39.0,2,1
133,31.895008087158203,-109.16474151611328,BSk,41301,US,New Mexico,1524.0,6,1
134,27.799087524414062,-97.39249420166016,Cfa,41301,US,Texas,9.0,1,1
135,29.66307258605957,-82.34720611572266,Cfa,41301,US,Florida,34.0,2,1
136,31.60785484313965,-89.39832305908203,Cfa,41301,US,Mississippi,98.0,2,1
137,31.946617126464844,-99.87551879882812,Cfa,41301,US,Texas,551.0,4,1
138,29.644100189208984,-82.36292266845703,Cfa,41301,US,Florida,25.0,2,1
139,29.6872787475586,-98.35271453857422,Cfa,41301,US,Texas,318.0,3,1
140,33.7598876953125,-117.7028350830078,Csa,41301,US,California,263.0,3,1
141,38.00175476074219,-122.59968566894533,Csb,41301,US,California,122.0,3,1
142,27.94343948364257,-97.20751953125,Cfa,41301,US,Texas,6.0,1,1
143,29.55017471313477,-98.66691589355467,Cfa,41301,US,Texas,300.0,3,1
144,25.847909927368164,-80.3388671875,Am,41301,US,Florida,3.0,1,1
145,30.052553176879883,-99.14592742919922,Cfa,41301,US,Texas,496.0,3,1
146,30.26255416870117,-97.74478149414062,Cfa,41301,US,Texas,162.0,3,1
147,35.3023796081543,-111.65830993652344,Csb,41301,US,Arizona,2829.0,8,1
148,38.565879821777344,-121.62325286865234,Csa,41301,US,California,5.0,1,1
149,32.04177474975586,-102.09634399414062,BSk,41301,US,Texas,854.0,4,1
150,29.68739318847656,-98.35236358642578,Cfa,41301,US,Texas,318.0,3,1
151,34.147300720214844,-118.28911590576172,Csb,41301,US,California,160.0,3,1
152,30.40635681152344,-97.67357635498048,Cfa,41301,US,Texas,228.0,3,1
153,29.687042236328125,-98.35253143310548,Cfa,41301,US,Texas,318.0,3,1
154,29.618303298950195,-100.45089721679688,Cfa,41301,US,Texas,529.0,4,1
155,37.677520751953125,-119.5811538696289,Csb,41301,US,California,2145.0,7,1
156,29.49253273010254,-98.48204803466795,Cfa,41301,US,Texas,225.0,3,1
157,29.21149253845215,-98.44667053222656,Cfa,41301,US,Texas,162.0,3,1
158,30.13784408569336,-95.41064453125,Cfa,41301,US,Texas,39.0,2,1
159,29.57862091064453,-95.6303939819336,Cfa,41301,US,Texas,23.0,1,1
160,31.586610794067383,-100.64283752441406,BSh,41301,US,Texas,613.0,4,1
161,32.86122131347656,-116.42044067382812,Csa,41301,US,California,1805.0,6,1
162,31.5108699798584,-110.80928802490234,BSk,41301,US,Arizona,1314.0,5,1
163,29.6871395111084,-98.35269165039062,Cfa,41301,US,Texas,318.0,3,1
164,30.860021591186523,-97.92961883544922,Cfa,41301,US,Texas,353.0,3,1
165,32.284610748291016,-110.94371795654295,BSh,41301,US,Arizona,716.0,4,1
166,39.21359634399414,-111.01929473876952,Dfb,41301,US,Utah,1735.0,6,1
167,31.62369537353516,-94.6466827392578,Cfa,41301,US,Texas,104.0,3,1
168,29.58060646057129,-82.60650634765625,Cfa,41301,US,Florida,24.0,1,1
169,31.475954055786133,-110.99739074707033,BSk,41301,US,Arizona,1038.0,5,1
170,32.337486267089844,-110.7190399169922,BSh,41301,US,Arizona,1477.0,5,1
171,30.33749389648437,-97.67508697509766,Cfa,41301,US,Texas,187.0,3,1
172,30.101150512695312,-98.82078552246094,Cfa,41301,US,Texas,585.0,4,1
173,29.66203689575196,-82.33515930175781,Cfa,41301,US,Florida,39.0,2,1
174,38.00107192993164,-122.59969329833984,Csb,41301,US,California,122.0,3,1
175,30.588666915893555,-97.70342254638672,Cfa,41301,US,Texas,242.0,3,1
176,29.644052505493164,-82.36262512207031,Cfa,41301,US,Florida,25.0,2,1
177,29.584880828857425,-98.61730194091795,Cfa,41301,US,Texas,314.0,3,1
178,32.785037994384766,-117.37712097167967,BSk,41301,US,California,0.0,1,1
179,30.57249641418457,-98.17171478271484,Cfa,41301,US,Texas,287.0,3,1
180,29.59135627746582,-95.67003631591795,Cfa,41301,US,Texas,26.0,2,1
181,29.46223831176757,-98.47167205810548,Cfa,41301,US,Texas,210.0,3,1
182,30.527042388916016,-97.70360565185548,Cfa,41301,US,Texas,238.0,3,1
183,28.36410903930664,-81.20333862304688,Cfa,41301,US,Florida,32.0,2,1
